GEOID10,unit_type,unit_counts,n,proportion
53033032500,single family home,2,9,0.2222222222222222
53033032601,apartment,2,5,0.4
53033032601,condo,1,5,0.2
53033032601,none,2,5,0.4
53033032602,apartment,98,219,0.4474885844748858
53033032602,condo,2,219,0.0091324200913242
53033032602,duplex,1,219,0.0045662100456621
53033032602,none,3,219,0.0136986301369863
53033032602,single family home,18,219,0.0821917808219178
53033032602,townhome,97,219,0.4429223744292237
53033032702,apartment,4,77,0.05194805194805195
53033032702,none,1,77,0.012987012987012988
53033032702,single family home,21,77,0.2727272727272727
53033032702,townhome,51,77,0.6623376623376623
53033032703,apartment,1,1,1
53033032704,apartment,14,45,0.3111111111111111
53033032704,condo,1,45,0.022222222222222223
53033032704,duplex,1,45,0.022222222222222223
53033032704,none,17,45,0.37777777777777777
53033032704,single family home,8,45,0.17777777777777778
53033032704,studio apartment,1,45,0.022222222222222223
53033032704,townhome,3,45,0.06666666666666667
53033032800,apartment,1,1,1
